Sample_ID,Sampling date,Season,Site (Follow catchment column for actual catchment; site name is confusing),Sample_type,Lat,Lon,Group,Catchment,Inversion,Conductivity (uS),Temperature (degrees C),TDS_ppm,pH,Ca_ppm,Sr_ppb,K_ppm,Na_ppm,Si_ppm,Mg_ppm,Li_ppb,Re_ppb,Cr_ppb,Al_ppb,Ca_uM,Sr_nM,K_uM,Na_uM,Si_uM,Mg_uM,Li_nM,Re_nM,Cr_nM,Al_nM,Sr_ratio,Sr_ratio_unc,Ca_meq,Sr_meq,K_meq,Na_meq,Si_meq,Mg_meq,F_ppm,Cl_ppm,NO2_ppm,Br_ppm,NO3_ppm,SO4_ppm,PO4_ppm,F_uM,Cl_uM,NO2_uM,Br_uM,NO3_uM,SO4_uM,PO4_uM,F_meq,Cl_meq,NO2_meq,Br_meq,NO3_meq,SO4_meq,PO4_meq
ZAM-23-07,8/22/2023,wet,Mapita River,rock,15.8944941,120.2049455,East,mapita_river,,,,,,37482.74026,218198,1739.304431,19147.42452,395286.5628,2363.585635,,,,,935244.7793,2.49E+06,44485.42343,832867.1992,14074650.62,97246.88891,,,,0,0.704533199,8.42E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-23-08,8/22/2023,wet,Dumoloc River,water,15.9198592,120.2037891,East,dumoloc_river,Y,245,29.66,123,8.34,26.373,34.278,0.804,7.193,27.357,20.733,0.147,2.136,4.997,236.617,658.0418185,391.2134593,20.56355391,312.8783069,974.0786897,853.0343551,21.22661129,48.52495939,96.11818012,8769.576238,0.704408069,1.22E-05,1.316083637,0.000782427,0.020563554,0.312878307,3.896314759,1.70606871,0.043,3.9408,0.05269,15.62348,,0.09124,,2.263348116,111.1556145,1.145310292,195.5379224,0,0.949823027,,0.002263348,0.111155614,0.00114531,0.195537922,0,0.001899646,
ZAM-23-08,8/22/2023,wet,Dumoloc River,rock,15.9198592,120.2037891,East,dumoloc_river,,,,,,62597.9782,145453,917.9275835,17075.03018,281347.2257,35171.03626,,,,,1561903.743,1.66E+06,23477.42954,742722.9991,10017704.32,1447069.996,,,,0,0.703428869,1.25E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-23-09,8/23/2023,wet,PMB1,water,15.752911,119.936233,PMB,pmb1,Y,447,27.38,223,8.15,36.476,224.331,0.786,4.592,21.466,40.448,1.989,12.869,5.976,-56.022,910.1252558,2560.270022,20.10317584,199.7410239,764.3225921,1664.184324,286.6240415,292.4049978,114.9535571,0,0.708670611,1.27E-05,1.820250512,0.00512054,0.020103176,0.199741024,3.057290369,3.328368648,0.13233,6.16088,0,25.97925,,0.03309,,6.965322236,173.7759851,0,325.1470588,0,0.344472205,,0.006965322,0.173775985,0,0.325147059,0,0.000688944,
ZAM-23-10,8/23/2023,wet,PMB2,water,15.7543672,119.9496039,PMB,pmb2,Y,488,27.13,244,8.25,40.286,238.228,1.081,4.089,26.435,43.694,2.653,12.949,4.724,-3.649,1005.18988,2718.876059,27.64826092,177.8617262,941.2497775,1797.737091,382.2251318,294.238475,90.86734533,0,0.708678611,1.17E-05,2.010379759,0.005437752,0.027648261,0.177861726,3.76499911,3.595474182,0.168,5.88911,0,32.51595,,0.34496,,8.842848452,166.1103433,0,406.9580726,0,3.591088903,,0.008842848,0.166110343,0,0.406958073,0,0.007182178,
ZAM-23-10,8/23/2023,wet,PMB2,rock,15.7543672,119.9496039,PMB,pmb2,,,,,,15427.56806,6509,37.79816326,0,205228.4797,187830.2955,,,,,384938.5713,7.43E+04,966.7469751,0,7307405.366,7728051.656,,,,0,0.708269221,2.63E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-23-11,8/23/2023,wet,Confluence of PMB3 and PMB4,water,15.7439769,119.9520873,PMB,pmb34,Y,453,27.5,226,8.36,35.5805,223.592,0.5615,3.878,17.6505,39.1955,1.596,0,10.706,-42.56,887.7813264,2551.83506,14.36123821,168.6837306,628.4671533,1612.651718,229.8724542,0,205.9156174,0,,,1.775562653,0.00510367,0.014361238,0.168683731,2.513868613,3.225303436,0.149,5.96604,0,18.46976,,0,,7.842764401,168.2802584,0,231.1609512,0,0,,0.007842764,0.168280258,0,0.231160951,0,0,
ZAM-23-12,8/23/2023,wet,PMB3,water,15.7440789,119.952221,PMB,pmb3,Y,439,27.08,219,8.45,29.86,47.453,0.588,3.495,26.847,44.713,0.839,0,0,-51.332,745.047158,541.580144,15.03901704,152.024146,955.91953,1839.662621,120.8382893,0,0,0,0.708594011,1.10E-05,1.490094316,0.00108316,0.015039017,0.152024146,3.82367812,3.679325242,0.15767,5.60552,0,15.36724,,0.07902,,8.299118544,158.1113023,0,192.3309136,0,0.822610868,,0.008299119,0.158111302,0,0.192330914,0,0.001645222,
ZAM-23-13,8/23/2023,wet,PMB4,water,15.7437643,119.9519558,PMB,pmb4,Y,454,27.87,227,8.39,43.439,228.266,0.604,4.038,16.576,39.411,1.201,0,6.092,-13.874,1083.86147,2605.17891,15.448242,175.6433481,590.2082962,1621.518206,173.1010318,0,117.1758881,0,0.708701811,9.77E-06,2.16772294,0.005210358,0.015448242,0.175643348,2.360833185,3.243036412,0.153,4.69919,0,14.75051,,0,,8.053308412,132.5470341,0,184.6121402,0,0,,0.008053308,0.132547034,0,0.18461214,0,0,
ZAM-23-13D,8/23/2023,wet,PMB4,rock,15.7437643,119.9519558,PMB,pmb4,,,,,,20279.04271,0,0,0,155007.9961,200584.2485,,,,,505989.3885,,,,5519245.011,8252797.718,,,,,0.707808183,2.71E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-23-13L,8/23/2023,wet,PMB4,rock,15.7437643,119.9519558,PMB,pmb4,,,,,,347409.3689,1037761,0,0,2313.77635,13687.03049,,,,,8668330.977,1.18E+07,,,82384.77302,563136.4118,,,,,0.708751795,1.02E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-23-14,8/23/2023,wet,Confluence of SC6 and SC7,water,15.7938399,119.9900814,SC,sc67,Y,281,33.51,140,8.53,2.043,11.604,0.597,3.1165,21.1405,36.0945,0.859,0,24.369,-65.067,50.97559758,132.4402749,15.26920608,135.5603008,752.7327755,1485.064801,123.6983142,0,468.7245769,-2411.550291,,,0.101951195,0.000264881,0.015269206,0.135560301,3.010931102,2.970129603,0.019,2.09173,0,3.48184,,0.18236,,1.000084051,59.00008462,0,43.57747184,0,1.898396835,,0.001000084,0.059000085,0,0.043577472,0,0.003796794,
ZAM-23-15,8/23/2023,wet,SC6,water,15.7929388,119.9907922,SC,sc6,Y,279,32.6,139,8.58,1.905,,0.552,3.038,21.295,36.141,,,,,47.53231199,,14.1182609,132.1457384,758.2339327,1486.977988,,,,,,,0.095064624,,0.014118261,0.132145738,3.032935731,2.973955976,0.019,1.49768,0,2.04649,,0.09124,,1.000084051,42.24409782,0,25.61314143,0,0.949823027,,0.001000084,0.042244098,0,0.025613141,0,0.001899646,
ZAM-23-16,8/23/2023,wet,SC7,water,15.791208,119.992492,SC,sc7,Y,254,32.29,127,8.53,1.995,10.978,0.547,4.299,18.452,31.193,0.739,0,17.607,1.158,49.77793303,125.290912,13.9903781,186.9962243,657.005519,1283.398478,106.4689043,0,338.6599687,42.90083537,0.706274733,1.25E-05,0.099555866,0.000250582,0.013990378,0.186996224,2.628022076,2.566796955,0.01133,0.70197,0,0.91729,,0.01717,,0.59636591,19.80001692,0,11.48047559,0,0.178742453,,0.000596366,0.019800017,0,0.011480476,0,0.000357485,
ZAM-23-17,8/23/2023,wet,SC5,water,15.7937628,119.9799353,SC,sc5,Y,287,34.4,144,8.56,2.492,13.113,0.687,3.789,21.16,36.484,0.916,0,21.654,-40.131,62.17875143,149.662817,17.57109644,164.8124433,753.4270963,1501.090311,132.015422,0,416.4961688,0,0.7057827,1.32E-05,0.124357503,0.000299326,0.017571096,0.164812443,3.013708385,3.002180621,0.00467,0.98238,0,1.20791,,0.01754,,0.245810133,27.70936169,0,15.11777222,0,0.182594212,,0.00024581,0.027709362,0,0.015117772,0,0.000365188,
ZAM-23-18,8/23/2023,wet,SC4,water,15.7886792,119.9608309,SC,sc4,Y,296,33.92,148,8.37,4.454,17.399,0.744,4.205,22.242,39.036,1.603,0,57.041,371.672,111.1332901,198.5758142,19.02896034,182.907449,791.9529998,1606.089282,230.9606321,0,1097.156566,13775.05756,0.705721014,1.24E-05,0.22226658,0.000397152,0.01902896,0.182907449,3.167811999,3.212178564,0,0.41746,0,0.54126,,0.01457,,0,11.77502609,0,6.774217772,0,0.151676036,,0,0.011775026,0,0.006774218,0,0.000303352,
ZAM-23-19,8/23/2023,wet,SC1,water,15.7783449,119.9374307,SC,sc1,Y,939,30.5,473,8.17,12.901,117.343,2.144,130.868,16.058,47.512,2.718,0,17.128,303.652,321.8973003,1339.225496,54.83614377,5692.445192,571.764287,1954.82411,391.5359028,0,329.4481094,11254.05123,0.708794611,1.07E-05,0.643794601,0.002678451,0.054836144,5.692445192,2.287057148,3.909648221,0,3.8195,0,6.2668,,0,,0,107.7341833,0,78.4330413,0,0,,0,0.107734183,0,0.078433041,0,0,
ZAM-23-20,8/24/2023,wet,"Lawis River, ds",water,15.5841812,119.951061,West,lawis_river,Y,198,26.6,99,8.27,8.161,15.524,0.586,3.486,17.346,20.402,0.37,0,5.585,5.191,203.6279255,177.1720783,14.98786392,151.6326676,617.6250668,839.4157581,53.31790952,0,107.4247264,192.4019472,0.704756311,1.23E-05,0.407255851,0.000354344,0.014987864,0.151632668,2.470500267,1.678831516,0.073,27.48531,0,7.48616,,0,,3.842428196,775.2604857,0,93.69411765,0,0,,0.003842428,0.775260486,0,0.093694118,0,0,
ZAM-23-20,8/24/2023,wet,"Lawis River, ds",rock,,,West,lawis_river,,,,,,66112.23685,149881,583.9979777,1279.699732,220413.4949,144395.4332,,,,,1649589.222,1.71E+06,14936.65908,55663.87954,7848085.985,5940976.473,,,,,0.702788581,1.20E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-23-21,8/24/2023,wet,Masinloc River,water,15.5377254,119.9774962,West,masinloc_river,Y,165,26.9,83,8.66,7.426,46.034,0.6045,3.692,14.7185,15.633,0.4,0,3.984,-14.071,185.2886871,525.3770152,15.46103027,160.5931752,524.0697881,643.2009875,57.65899024,0,76.62961043,0,0.70690911,,0.370577374,0.001050754,0.01546103,0.160593175,2.096279153,1.286401975,0.025,26.4254,0,49.5933,,0,,1.315900067,745.3642851,0,620.6921151,0,0,,0.0013159,0.745364285,0,0.620692115,0,0,
ZAM-23-22,8/24/2023,wet,Salasa River,water,15.4563049,119.9546541,West,salasa_river,Y,143,26.3,72,7.89,7.331,32.056,0.721,4.459,11.312,12.183,0.285,0,1.804,-4.034,182.9183093,365.848121,18.44069947,193.9558418,402.7772832,501.2548858,41.11037998,0,34.69895916,0,0.707261923,9.46E-06,0.365836619,0.000731696,0.018440699,0.193955842,1.611109133,1.002509772,0,3.0138,0,5.5347,,4.5052,,0,85.00832088,0,69.27033792,0,46.89985426,,0,0.085008321,0,0.069270338,0,0.093799709,
ZAM-23-22,8/24/2023,wet,Salasa River,rock,15.4563049,119.9546541,West,salasa_river,,,,,,97463.81342,141935,677.484325,7948.592488,262081.0945,53954.50344,,,,,2431853.222,1.62E+06,17327.71821,345744.774,9331710.683,2219893.168,,,,,0.704954017,1.26E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-23-23,8/24/2023,wet,Bagsit River,water,15.3860058,119.958491,West,bagsit_river,Y,149,26.8,74,8.09,5.053,,0.636,3.365,12.105,14.852,,,,,126.0791457,,16.2666919,146.3694568,431.0129963,611.0676815,,,,,0.70879288,,0.252158291,,0.016266692,0.146369457,1.724051985,1.222135363,0,0.51578,0,0.5213,,0,,0,14.54827518,0,6.524405507,0,0,,0,0.014548275,0,0.006524406,0,0,
ZAM-23-23,8/24/2023,wet,Bagsit River,rock,15.3860058,119.958491,West,bagsit_river,,,,,,63759.24072,399563,3347.072603,43410.08741,293800.3606,21491.32613,,,,,1590878.804,4.56E+06,85606.60189,1888235.041,10461113.07,884234.7718,,,,,0.703474028,1.37E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-23-24,8/24/2023,wet,Bancal River,water,15.3093397,120.0000046,West,bancal_river,N,1087,27.66,545,7.9,10.602,147.009,0.969,176.755,2.667,35.202,3.651,0,6.356,-64.977,264.5341584,1677.797233,24.78368625,7688.42001,94.96172334,1448.343962,526.0416755,0,122.2518186,0,0.70842193,,0.529068317,0.003355594,0.024783686,7.68842001,0.379846893,2.896687924,0.03133,1173.55,0,1931.705,,0,,1.649085964,33101.57109,0,24176.53317,0,0,,0.001649086,33.10157109,0,24.17653317,0,0,
ZAM-23-25,8/24/2023,wet,Bucao River,water,15.2642558,120.035746,West,bucao_river,Y,322,31.13,161,8.38,22.721,101.727,1.748,12.916,20.6895,18.459,2.467,0,2.555,24.758,566.919507,1160.999422,44.70782617,561.8151274,736.6743813,759.4733594,355.4300068,0,49.1520141,917.5767643,0.704780289,1.35E-05,1.133839014,0.002321999,0.044707826,0.561815127,2.946697525,1.518946719,0,107.2484,0,26.9872,,0,,0,3025.086735,0,337.7622028,0,0,,0,3.025086735,0,0.337762203,0,0,
ZAM-23-26,8/24/2023,wet,Dapya River,water,15.1535253,120.0549221,West,dapya_river,Y,186,28.92,93,8.11,5.78,22.902,0.6,2.027,14.403,17.139,0.332,0,3.646,7.997,144.2187734,261.3829717,15.34593576,88.16965495,512.8360335,705.1635466,47.85251503,0,70.13009551,296.4030628,,,0.288437547,0.000522766,0.015345936,0.088169655,2.051344134,1.410327093,0.01767,7.6888,0,147.0836,,0,,0.930078168,216.8730432,0,1840.846058,0,0,,0.000930078,0.216873043,0,1.840846058,0,0,
ZAM-23-27,8/24/2023,wet,Maloma River,water,15.111095,120.0544259,West,maloma_river,Y,199,31.87,99,7.71,8.604,42.492,1.388,6.546,21.464,16.668,0.449,0,2.974,55,214.6813713,484.9633818,35.50026472,284.7353534,764.2513797,685.7848179,64.71469111,0,57.20030667,2038.43464,0.704700851,1.21E-05,0.429362743,0.000969927,0.035500265,0.284735353,3.057005519,1.371569636,0,3.2416,0,0.45031,,0,,0,91.43372916,0,5.6359199,0,0,,0,0.091433729,0,0.00563592,0,0,
ZAM-23-BM,8/24/2023,wet,"Bucao, Maloma",rock,,,West,,,,,,,30715.68614,444207,12505.40343,26411.82168,290082.9102,14233.46697,,,,,766397.6779,5.07E+06,319845.196,1148851.112,10328748.81,585618.884,,,,,0.704323888,1.32E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-23-PMB,8/23/2023,wet,PMB,rock,15.7439769,119.9520873,PMB,pmb34,,,,,,354788.2417,2244628,95.40927383,0,2663.246523,15669.46553,,,,,8852443.776,2.56E+07,2440.240978,,94828.07629,644701.3177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-23-SC,8/23/2023,wet,Santa Cruz,rock,,,SC,,,,,,,110403.7662,61772,0,1113.242768,258689.8287,81582.42206,,,,,2754722.447,7.05E+05,0,48423.39945,9210960.61,3356610.659,,,,,0.703417721,1.70E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-01,8/13/2024,wet,"Bulsa River, ds",water,15.46501,120.450028,East,bulsa_river_ds,Y,190,27.01,95,8.06,15.6986028,38.445,0.575150307,6.778784757,18.62318118,12.61322506,0.482756864,1.001409974,1.875311089,18.752,391.7012526,438.7679808,14.71036611,294.8609339,663.1006295,518.9559786,69.55148598,,,694.9809808,0.70447,0.00001,0.783402505,0.000877536,0.014710366,0.294860934,2.652402518,1.037911957,,1.3424,,,0.4798,2.7355,0,,37.86421459,,,,28.47699355,0,0,0.037864215,,,,0.056953987,0
ZAM-24-01,8/13/2024,wet,"Bulsa River, ds",rock,15.46501,120.450028,East,bulsa_river_ds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-02,8/13/2024,wet,"Bulsa River, us",water,15.4528882,120.36835,East,bulsa_river_us,Y,178,26.32,89,8.19,14.19687228,33.131,0.393001467,6.059434362,17.98530716,12.14750069,0.367192283,0.937120639,2.133078929,8.916,354.2310564,378.1198578,10.05162545,263.5709111,640.3883625,499.7943094,52.90192813,,,330.4457122,0.704413,0.00001,0.708462113,0.00075624,0.010051625,0.263570911,2.56155345,0.999588619,,1.2013,,,0.3035,2.7096,0,,33.88429752,,,,28.20737039,0,0,0.033884298,,,,0.056414741,0
ZAM-24-02,8/13/2024,wet,"Bulsa River, us",sediment,15.4528882,120.36835,East,bulsa_river_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-03,8/13/2024,wet,"Camiling River, us",water,15.556963,120.368291,East,camiling_river_us,Y,201,27.6,99,8.54,14.09536809,26.047,0.290160635,3.887938452,15.89994455,17.09994657,0.348252896,1.072635624,2.337014057,92.042,351.6983904,297.2776054,7.421310765,169.1160295,566.1365337,703.5567402,50.17330291,,,3411.308191,0.704217,0.000011,0.703396781,0.000594555,0.007421311,0.169116029,2.264546135,1.40711348,,1.1127,,,0.4603,2.0182,0.17,,31.38521423,,,,21.00978555,1.79003896,0,0.031385214,,,,0.042019571,0.005370117
ZAM-24-03,8/13/2024,wet,"Camiling River, us",sediment,15.556963,120.368291,East,camiling_river_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-04,8/13/2024,wet,"Camiling River, ds",water,15.615548,120.375457,East,camiling_river_ds,Y,212,28.66,106,8.63,14.67041497,28.17,0.440020019,3.644421433,15.51097462,17.95374021,0.38750631,1.11319483,1.95549238,49.827,366.0465834,321.5075633,11.25419824,158.5236212,552.2867944,738.6850529,55.8285996,,,1846.691581,0.704608,0.000012,0.732093167,0.000643015,0.011254198,0.158523621,2.209147177,1.477370106,,1.492,,,0.5707,1.8266,0.96,,42.08388571,,,,19.01519883,10.1084553,0,0.042083886,,,,0.038030398,0.030325366
ZAM-24-04,8/13/2024,wet,"Camiling River, ds",sediment,15.615548,120.375457,East,camiling_river_ds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-04,8/13/2024,wet,"Camiling River, ds",rock,15.615548,120.375457,East,camiling_river_ds,,,,,,2724.932562,68442634,1737.719854,49104.36076,279015.1603,3152.267965,,,,,67990.73213,7.81E+08,44444.8954,2135922.321,9934668.338,129696.275,,,,,0.704782882,2.35E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-05,8/13/2024,wet,Malabobo River,water,15.703993,120.299623,East,malabobo_river,Y,191,29,96,8.4,17.59215834,26.277,0.166727071,2.893392519,15.95051542,15.3963828,0.329543666,1.072535646,1.49232391,5.153,438.9480099,299.9005276,4.264304855,125.8556586,567.93717,633.4656573,47.4778369,,,190.9676925,0.703754,0.000008,0.87789602,0.000599801,0.004264305,0.125855659,2.27174868,1.266931315,,1.4436,,,0.5901,0.9663,0,,40.71869799,,,,10.05933791,0,0,0.040718698,,,,0.020118676,0
ZAM-24-05,8/13/2024,wet,Malabobo River,sediment,15.703993,120.299623,East,malabobo_river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-06,8/13/2024,wet,Mangatarem River,water,15.8237531,120.2451525,East,bayaoas_river,Y,280,32.15,140,8.46,23.27492517,31.482,0.189340628,4.453836804,25.92230456,22.14977232,0.546249521,1.611167204,1.929355124,15.926,580.7406849,359.3040235,4.842681846,193.7312552,922.9946434,911.3257486,78.69896577,,,590.2601932,0.704037,0.00001,1.16148137,0.000718608,0.004842682,0.193731255,3.691978574,1.822651497,,1.5123,,,0.203,0.8992,0.17,,42.65647477,,,,9.360816157,1.79003896,0,0.042656475,,,,0.018721632,0.005370117
ZAM-24-06,8/13/2024,wet,Mangatarem River,sediment,15.8237531,120.2451525,East,bayaoas_river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-07,8/13/2024,wet,Mapita River,water,15.8944834,120.2050293,East,mapita_river,Y,319,33.49,160,8.38,30.65814216,44.331,0.168693277,6.035721642,29.58146619,21.79281349,0.603759728,1.978190678,2.013330271,10.978,764.9618783,505.9412987,4.314593645,262.5394645,1053.283468,896.6391068,86.98454515,,,406.8815689,0.704164,0.000009,1.529923757,0.001011883,0.004314594,0.262539464,4.213133871,1.793278214,,1.6052,,,0.4512,3.6786,0,,45.2768454,,,,38.29481574,0,0,0.045276845,,,,0.076589631,0
ZAM-24-07,8/13/2024,wet,Mapita River,sediment,15.8944834,120.2050293,East,mapita_river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-08,8/13/2024,wet,Bayaoas River,water,15.9194411,120.2031564,East,dumoloc_river,Y,356,31,178,8.04,28.52815296,39.599,0.755903347,6.25640434,26.45807047,24.380697,0.612063526,1.978113422,3.002496315,84.733,711.8157832,451.9383389,19.33340701,272.1386344,942.0712291,1003.114462,88.18088548,,,3140.420223,0.704433,0.00001,1.423631566,0.000903877,0.019333407,0.272138634,3.768284917,2.006228924,,2.3432,,,0.9142,2.9813,0,,66.09313739,,,,31.03581095,0,0,0.066093137,,,,0.062071622,0
ZAM-24-08,8/13/2024,wet,Bayaoas River,sediment,15.9194411,120.2031564,East,dumoloc_river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-09,8/14/2024,wet,PMB4,water,15.7432418,119.9521657,PMB,pmb4,Y,341,30.63,170,7.94,29.75998523,162.42,0.019620778,2.306259885,18.72988113,59.32715789,1.88280802,3.441211453,8.334765136,10.828,742.551655,1853.685187,0.50183201,100.3167924,666.8998088,2440.944575,271.2588994,,,401.3272176,0.708648,0.00001,1.48510331,0.00370737,0.000501832,0.100316792,2.667599235,4.88188915,,2.0953,,,0.2419,3.9436,0,,59.10078132,,,,41.05350822,0,0,0.059100781,,,,0.082107016,0
ZAM-24-09,8/14/2024,wet,PMB4,sediment,15.7432418,119.9521657,PMB,pmb4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-10,8/14/2024,wet,Confluence of PMB3 and PMB4,water,15.744017,119.9520269,PMB,pmb34,Y,485,29.9,243,7.77,26.4540561,130.572,0.12647907,1.981675626,22.54332564,54.82738442,1.770357715,2.918610223,9.438306044,7.153,660.0642772,1490.210001,3.234899461,86.19815301,802.6820595,2255.806806,255.0580197,,,265.11167,0.708627,0.000012,1.320128554,0.00298042,0.003234899,0.086198153,3.210728238,4.511613612,,2.4007,,,0.478,4.8649,0,,67.71500296,,,,50.64438892,0,0,0.067715003,,,,0.101288778,0
ZAM-24-10,8/14/2024,wet,Confluence of PMB3 and PMB4,sediment,15.744017,119.9520269,PMB,pmb34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-11,8/14/2024,wet,PMB3,water,15.7439734,119.9522214,PMB,pmb3,Y,470,29.26,235,7.68,24.67243019,89.158,0.126679461,1.74358072,26.30309893,53.94195112,1.549412602,2.526292335,11.88991595,6.109,615.6103146,,3.240024784,75.84159371,936.5532822,2219.376718,223.2261348,,,226.4120704,0.708572,0.00001,1.231220629,0,0.003240025,0.075841594,3.746213129,4.438753435,,2.6899,,,0.2844,5.4522,0,,75.87228161,,,,56.75827608,0,0,0.075872282,,,,0.113516552,0
ZAM-24-11,8/14/2024,wet,PMB3,sediment,15.7439734,119.9522214,PMB,pmb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-11C,8/14/2024,wet,PMB3,rock,15.7439734,119.9522214,PMB,pmb3,,,,,,nan,3785068351,1386.480204,597.3316164,0,26958.50675,,,,,nan,4.32E+10,35461.39355,25982.49754,,1109175.345,,,,,0.708810769,2.07E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-11NC,8/14/2024,wet,PMB3,rock,15.7439734,119.9522214,PMB,pmb3,,,,,,2225.167785,3720764,1378.67724,0,158437.0461,245762.5016,,,,,55520.92881,4.25E+07,35261.82059,,5641340.435,10111602.62,,,,,0.709631155,1.75E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-12,8/14/2024,wet,PMB2,water,15.7543453,119.9497115,PMB,pmb2,Y,529,29.22,265,7.65,37.64794726,170.727,0.304004837,2.56567712,27.95185672,54.83012347,2.489568073,2.918853026,3.991565698,9.517,939.366916,1948.491886,7.775397838,111.6008221,995.2592743,2255.919501,358.6757057,,,352.7072718,0.708671,0.000008,1.878733832,0.003896984,0.007775398,0.111600822,3.981037097,4.511839002,,1.3972,,,0.2924,5.2828,0,,39.409923,,,,54.99479492,0,0,0.039409923,,,,0.10998959,0
ZAM-24-12,8/14/2024,wet,PMB2,sediment,15.7543453,119.9497115,PMB,pmb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-13,8/14/2024,wet,PMB1,water,15.7530052,119.936175,PMB,pmb1,Y,517,31.25,259,7.58,34.58013819,181.562,0.34025525,2.962970859,21.59707287,50.9419199,2.080394215,2.918808881,6.487743509,10.642,862.8209539,2072.156496,8.702558689,128.8821501,768.9895984,2095.94404,299.7254308,,,394.4009268,0.708659,0.00001,1.725641908,0.004144313,0.008702559,0.12888215,3.075958393,4.191888081,,3.1048,,,0.5813,9.3889,0,,87.57509943,,,,97.7399542,0,0,0.087575099,,,,0.195479908,0
ZAM-24-13,8/14/2024,wet,PMB1,sediment,15.7530052,119.936175,PMB,pmb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-14A,8/15/2024,wet,SC Rock,rock,15.7918558,120.0065867,SC,horizon_a,,,,,,1617.694445,2704991,1002.296783,0,283309.382,278773.0083,,,,,40363.65201,3.09E+07,25635.30341,,10087569.24,11469780.22,,,,,0.708995355,2.50E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-14B,8/15/2024,wet,SC Rock,rock,15.7918558,120.0065867,SC,horizon_b,,,,,,1750.742765,2927465,1084.731326,0,149067.8855,157956.8796,,,,,43683.38652,3.34E+07,27743.69542,,5307740.272,6498945.878,,,,,0.707882748,4.41E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-14C,8/15/2024,wet,Soil,soil,15.7918558,120.0065867,SC,horizon_c,,,,,,,,,,,,,,,,,,,,,,,,,,0.704830953,2.23E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-14D,8/15/2024,wet,Soil,soil,15.7918558,120.0065867,SC,horizon_d,,,,,,,,,,,,,,,,,,,,,,,,,,0.704982056,1.92E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM-24-14E,8/15/2024,wet,SC Rock,rock,15.7918558,120.0065867,SC,horizon_e,,,,,,8977.334672,3067628,1136.666745,0,381254.4807,326798.3017,,,,,223996.5735,3.50E+07,29072.02475,0,13575021.57,13445723.17,,,,,0.709698384,5.78E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
